Service Name,Physical Address,Suburb,Physical State,Postal Code,2018 Aged Care Planning Region (ACPR) Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,2016 LGA Name,2016 LGA Code,2017 PHN Code,2017 PHN Name,Latitude,Longitude,2023/24 FY Australian Government Funding,Overall Star Rating,Residents' Experience rating,Compliance rating,Staffing rating,Quality Measures rating
Margery Cole Residential Care Service,"Matthews CRESCENT, TRARALGON, VIC, 3844",TRARALGON,VIC,3844,203,Gippsland,Residential,120,0,0,Yallambee Traralgon Village For The Aged Inc,Community Based,Inner Regional Australia,3,21097,Traralgon,20504,Latrobe Valley,Latrobe (C) (Vic.),23810,PHN204,Gippsland,-38.195604,146.549021,12079600.72,4.0,3.0,5.0,4.0,5.0
Eva Tilley Memorial Hostel,"1100 Burke ROAD, BALWYN NORTH, VIC, 3104",BALWYN NORTH,VIC,3104,202,Eastern Metro,Residential,120,0,0,Eva Tilley Memorial Home Inc,Community Based,Major Cities of Australia,1,21148,Balwyn North,20701,Boroondara,Boroondara (C),21110,PHN202,Eastern Melbourne,-37.796866,145.063416,9556030.73,4.0,3.0,5.0,3.0,3.0
Vasey RSL Care Frankston South,"85 OVERPORT ROAD, FRANKSTON SOUTH, VIC, 3199",FRANKSTON SOUTH,VIC,3199,208,Southern Metro,Residential,120,0,0,Vasey RSL Care Ltd,Community Based,Major Cities of Australia,1,21373,Frankston South,21401,Frankston,Frankston (C),22170,PHN203,South Eastern Melbourne,-38.16954266,145.12346728,11840578.65,4.0,5.0,5.0,3.0,3.0
Mercy Place Fernhill,"18-20 Fernhill ROAD, SANDRINGHAM, VIC, 3191",SANDRINGHAM,VIC,3191,208,Southern Metro,Residential,120,0,0,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,1,21173,Sandringham - Black Rock,20801,Bayside,Bayside (C),20910,PHN203,South Eastern Melbourne,-37.951371,145.007592,11187446.02,4.0,4.0,4.0,3.0,4.0
Uniting AgeWell Box Hill,"75 Thames STREET, BOX HILL, VIC, 3128",BOX HILL,VIC,3128,202,Eastern Metro,Residential,120,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21163,Box Hill,20703,Whitehorse - West,Whitehorse (C),26980,PHN202,Eastern Melbourne,-37.81374123,145.12374776,12226078.18,4.0,2.0,5.0,3.0,5.0
Uniting AgeWell Hawthorn Community,"27-29 Wattle ROAD, HAWTHORN, VIC, 3122",HAWTHORN,VIC,3122,202,Eastern Metro,Residential,120,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21151,Hawthorn,20701,Boroondara,Boroondara (C),21110,PHN202,Eastern Melbourne,-37.82418874,145.02844962,8598175.15,3.0,3.0,4.0,3.0,3.0
Walmsley Aged Care,"500 Greeves DRIVE, KILSYTH, VIC, 3137",KILSYTH,VIC,3137,202,Eastern Metro,Residential,120,0,0,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21277,Kilsyth,21105,Yarra Ranges,Yarra Ranges (S),27450,PHN202,Eastern Melbourne,-37.8056764,145.3098247,8942735.59,4.0,4.0,5.0,3.0,3.0
Benetas Corowa Court,"752 Esplanade ESPLANADE, MORNINGTON, VIC, 3931",MORNINGTON,VIC,3931,208,Southern Metro,Residential,120,0,0,Anglican Aged Care Services Group,Religious,Major Cities of Australia,1,21380,Mornington,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.221686,145.032531,10545729.4,4.0,4.0,4.0,3.0,3.0
MiCare Avondrust Lodge,"1105 FRANKSTON DANDENONG ROAD, CARRUM DOWNS, VIC, 3201",CARRUM DOWNS,VIC,3201,208,Southern Metro,Residential,120,0,0,MiCare Ltd,Community Based,Major Cities of Australia,1,21370,Carrum Downs,21401,Frankston,Frankston (C),22170,PHN203,South Eastern Melbourne,-38.0889427,145.18162008,10632572.48,4.0,3.0,5.0,2.0,4.0
Mercy Place Dandenong,"82 McCrae STREET, DANDENONG, VIC, 3175",DANDENONG,VIC,3175,208,Southern Metro,Residential,120,0,0,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,1,21311,Dandenong,21204,Dandenong,Greater Dandenong (C),22670,PHN203,South Eastern Melbourne,-37.990931,145.219926,12938960.24,3.0,3.0,4.0,2.0,3.0
Maculata Place,"124 Maculata DRIVE, SHEPPARTON, VIC, 3630",SHEPPARTON,VIC,3630,205,Hume,Residential,120,0,0,Shepparton Retirement Villages Inc,Charitable,Inner Regional Australia,3,21416,Shepparton - North,21603,Shepparton,Greater Shepparton (C),22830,PHN205,Murray,-36.36423,145.39258,12393129.83,3.0,3.0,5.0,1.0,3.0
James Barker House,"64 Buckley STREET, FOOTSCRAY, VIC, 3011",FOOTSCRAY,VIC,3011,209,Western Metro,Residential,120,0,0,The Salvation Army (Victoria) Property Trust,Religious,Major Cities of Australia,1,21348,Footscray,21303,Maribyrnong,Maribyrnong (C),24330,PHN201,North Western Melbourne,-37.8036364,144.89601065,16366849.1,4.0,3.0,5.0,3.0,3.0
Uniting AgeWell Andrew Kerr Care,"67-69 Tanti AVENUE, MORNINGTON, VIC, 3931",MORNINGTON,VIC,3931,208,Southern Metro,Residential,120,0,0,Uniting Agewell Limited,Religious,Major Cities of Australia,1,21380,Mornington,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.2195986,145.0429715,10659710.77,4.0,3.0,5.0,3.0,3.0
Gibson Street Complex,"26 Gibson STREET, NORTH BENDIGO, VIC, 3550",NORTH BENDIGO,VIC,3550,206,Loddon-Mallee,Residential,120,0,0,Bendigo Health Care Group,State Government,Inner Regional Australia,2,21018,Bendigo,20201,Bendigo,Greater Bendigo (C),22620,PHN205,Murray,-36.73299055,144.26766391,11413876.59,4.0,4.0,5.0,4.0,4.0
Melville Grange Hostel,"80 Melville Park DRIVE, BERWICK, VIC, 3806",BERWICK,VIC,3806,208,Southern Metro,Residential,120,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21293,Berwick - North,21202,Casey - North,Casey (C),21610,PHN203,South Eastern Melbourne,-38.03890867,145.3458849,11390027.08,3.0,3.0,4.0,2.0,3.0
Arcare Sydenham,"31-51 Trickey AVENUE, SYDENHAM, VIC, 3037",SYDENHAM,VIC,3037,209,Western Metro,Residential,120,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21339,Sydenham,21301,Brimbank,Brimbank (C),21180,PHN201,North Western Melbourne,-37.697084,144.767234,12477754.21,4.0,3.0,5.0,3.0,3.0
Jewish Care (VIC) Inc Residential Homes Carnegie,"1 Wahgoo ROAD, CARNEGIE, VIC, 3163",CARNEGIE,VIC,3163,208,Southern Metro,Residential,120,0,0,Jewish Care (Victoria) Inc,Religious,Major Cities of Australia,1,21176,Carnegie,20802,Glen Eira,Glen Eira (C),22310,PHN203,South Eastern Melbourne,-37.895098,145.063469,11870191.19,4.0,3.0,5.0,3.0,5.0
Estia Health Grovedale,"6A Perrett STREET, GROVEDALE, VIC, 3216",GROVEDALE,VIC,3216,201,Barwon-South Western,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.207143,144.3411936,11352111.9,4.0,4.0,5.0,3.0,4.0
Mercy Health Bethlehem Home For The Aged,"36-42 Specimen Hill ROAD, GOLDEN SQUARE, VIC, 3555",GOLDEN SQUARE,VIC,3555,206,Loddon-Mallee,Residential,120,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,2,21022,Kangaroo Flat - Golden Square,20201,Bendigo,Greater Bendigo (C),22620,PHN205,Murray,-36.76783957,144.2497264,11438047.07,4.0,4.0,5.0,2.0,3.0
Calvary Goonawarra,"19-25 Anderson ROAD, SUNBURY, VIC, 3429",SUNBURY,VIC,3429,207,Northern Metro,Residential,120,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21241,Sunbury - South,21004,Sunbury,Hume (C),23270,PHN201,North Western Melbourne,-37.57695101,144.71956879,11691625.3,3.0,3.0,5.0,2.0,2.0
Fronditha Anesi Aged Care Services - Thornbury,"335 Station STREET, THORNBURY, VIC, 3071",THORNBURY,VIC,3071,207,Northern Metro,Residential,120,0,0,Fronditha Care,Community Based,Major Cities of Australia,1,21112,Thornbury,20602,Darebin - South,Darebin (C),21890,PHN201,North Western Melbourne,-37.764523,145.020785,12820325.22,4.0,4.0,5.0,2.0,4.0
Calvary Viewhills Manor,"55 Heatherton ROAD, ENDEAVOUR HILLS, VIC, 3802",ENDEAVOUR HILLS,VIC,3802,208,Southern Metro,Residential,120,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21453,Endeavour Hills - North,21202,Casey - North,Casey (C),21610,PHN203,South Eastern Melbourne,-37.9752905,145.27614534,11015747.77,4.0,3.0,5.0,3.0,3.0
Bupa Berwick,"359 Narre Warren ROAD, NARRE WARREN NORTH, VIC, 3804",NARRE WARREN NORTH,VIC,3804,208,Southern Metro,Residential,120,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21299,Narre Warren North,21202,Casey - North,Casey (C),21610,PHN203,South Eastern Melbourne,-37.99402565,145.31156165,10460053.65,4.0,4.0,5.0,2.0,2.0
CCSSCI - On Luck Chinese Nursing Home,"177-179 Tindals ROAD, DONVALE, VIC, 3111",DONVALE,VIC,3111,202,Eastern Metro,Residential,120,0,0,Chinese Community Social Services Centre Inc,Community Based,Major Cities of Australia,1,21262,Warrandyte - Wonga Park,21102,Manningham - East,Manningham (C),24210,PHN202,Eastern Melbourne,-37.772159,145.19778,13590837.34,4.0,4.0,5.0,3.0,4.0
Langford Grange,"1 Residence DRIVE, CRANBOURNE EAST, VIC, 3977",CRANBOURNE EAST,VIC,3977,208,Southern Metro,Residential,120,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21301,Cranbourne East,21203,Casey - South,Casey (C),21610,PHN203,South Eastern Melbourne,-38.113174,145.299973,11287811.47,3.0,4.0,4.0,1.0,3.0
Arcare Civic Manor,"7 Civic DRIVE, EPPING, VIC, 3076",EPPING,VIC,3076,207,Northern Metro,Residential,120,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21431,Epping - East,20904,Whittlesea - Wallan,Whittlesea (C),27070,PHN202,Eastern Melbourne,-37.6484428,145.06510946,11353408.31,4.0,3.0,5.0,3.0,4.0
Estia Health South Morang,"879 PLENTY ROAD, SOUTH MORANG, VIC, 3752",SOUTH MORANG,VIC,3752,207,Northern Metro,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21436,South Morang (South),20904,Whittlesea - Wallan,Whittlesea (C),27070,PHN202,Eastern Melbourne,-37.6472919,145.09115103,11035913.92,4.0,4.0,5.0,2.0,3.0
Estia Health Bannockburn,"71 Mcphillips ROAD, BANNOCKBURN, VIC, 3331",BANNOCKBURN,VIC,3331,204,Grampians,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21034,Bannockburn,20301,Barwon - West,Golden Plains (S),22490,PHN206,Western Victoria,-38.03713715,144.16550504,10743144.96,4.0,4.0,5.0,3.0,4.0
Arcare Carnegie,"47 Rosanna STREET, CARNEGIE, VIC, 3163",CARNEGIE,VIC,3163,208,Southern Metro,Residential,120,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21176,Carnegie,20802,Glen Eira,Glen Eira (C),22310,PHN203,South Eastern Melbourne,-37.8990795,145.06158675,11508699.05,4.0,3.0,5.0,3.0,3.0
Mercy Place Warrnambool,"16 Hopetoun ROAD, WARRNAMBOOL, VIC, 3280",WARRNAMBOOL,VIC,3280,201,Barwon-South Western,Residential,120,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,3,21479,Warrnambool - North,21704,Warrnambool,Warrnambool (C),26730,PHN206,Western Victoria,-38.36906508,142.4736689,11381308.83,3.0,3.0,5.0,2.0,2.0
Bupa Portland,"83 Wellington ROAD, PORTLAND, VIC, 3305",PORTLAND,VIC,3305,201,Barwon-South Western,Residential,120,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Outer Regional Australia,4,21422,Portland,21701,Glenelg - Southern Grampians,Glenelg (S),22410,PHN206,Western Victoria,-38.36363866,141.61397848,8459247.96,,,,,
Melbourne Hebrew Memorial Nursing Home,"4-8 Freeman STREET, CAULFIELD, VIC, 3162",CAULFIELD,VIC,3162,208,Southern Metro,Residential,120,0,0,Jewish Care (Victoria) Inc,Religious,Major Cities of Australia,1,21178,Caulfield - South,20802,Glen Eira,Glen Eira (C),22310,PHN203,South Eastern Melbourne,-37.88672485,145.02981025,11966459.72,4.0,3.0,5.0,3.0,3.0
Aurrum Healesville,"27 Smith STREET, HEALESVILLE, VIC, 3777",HEALESVILLE,VIC,3777,202,Eastern Metro,Residential,120,0,0,Aurrum Pty Limited,Private Incorporated Body,Inner Regional Australia,2,21276,Healesville - Yarra Glen,21105,Yarra Ranges,Yarra Ranges (S),27450,PHN202,Eastern Melbourne,-37.660788,145.508788,8646038.33,,,,,
Bupa Traralgon,"96 Park LANE, TRARALGON, VIC, 3844",TRARALGON,VIC,3844,203,Gippsland,Residential,120,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,3,21097,Traralgon,20504,Latrobe Valley,Latrobe (C) (Vic.),23810,PHN204,Gippsland,-38.179252,146.551679,9754828.16,4.0,4.0,4.0,3.0,3.0
Bupa Echuca,"7 Fehring LANE, ECHUCA, VIC, 3564",ECHUCA,VIC,3564,206,Loddon-Mallee,Residential,120,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,3,21406,Echuca,21601,Campaspe,Campaspe (S),21370,PHN205,Murray,-36.15500235,144.73240366,10177389.11,3.0,3.0,4.0,3.0,3.0
Baptcare Wattle Grove Community,"51 Pinetree CRESCENT, LALOR, VIC, 3075",LALOR,VIC,3075,207,Northern Metro,Residential,120,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21219,Lalor,20904,Whittlesea - Wallan,Whittlesea (C),27070,PHN202,Eastern Melbourne,-37.665642,144.997797,9903090.07,4.0,3.0,5.0,3.0,3.0
Luson The Vue,"17 Reserve ROAD, GROVEDALE, VIC, 3216",GROVEDALE,VIC,3216,201,Barwon-South Western,Residential,120,0,0,Luson Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21041,Grovedale,20302,Geelong,Greater Geelong (C),22750,PHN206,Western Victoria,-38.20496138,144.34223143,11274671.29,4.0,4.0,5.0,3.0,3.0
Estia Health Mount Clear,"112-114 Whitehorse ROAD, MOUNT CLEAR, VIC, 3350",MOUNT CLEAR,VIC,3350,204,Grampians,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21004,Ballarat - South,20101,Ballarat,Ballarat (C),20570,PHN206,Western Victoria,-37.60353345,143.86472268,11603872.72,3.0,4.0,4.0,2.0,3.0
Estia Health Benalla (Thomas St),"107 Thomas STREET, BENALLA, VIC, 3672",BENALLA,VIC,3672,205,Hume,Residential,120,0,0,Estia Investments Pty Ltd,Private Incorporated Body,Inner Regional Australia,4,21063,Benalla,20402,Wangaratta - Benalla,Benalla (RC),21010,PHN205,Murray,-36.564335,145.973263,11141857.72,3.0,3.0,4.0,2.0,5.0
Sunset Views Manor,"142 Sunset Views BOULEVARD, TARNEIT, VIC, 3029",TARNEIT,VIC,3029,209,Western Metro,Residential,120,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21365,Tarneit,21305,Wyndham,Wyndham (C),27260,PHN201,North Western Melbourne,-37.8361272,144.6928987,9442942.15,3.0,3.0,5.0,2.0,3.0
Calvary Trugo Place,"120 Mason STREET, NEWPORT, VIC, 3015",NEWPORT,VIC,3015,209,Western Metro,Residential,120,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21344,Newport,21302,Hobsons Bay,Hobsons Bay (C),23110,PHN201,North Western Melbourne,-37.841224,144.87331,10727964.78,3.0,3.0,4.0,3.0,3.0
Deborah Cheetham Retirement Village,"181-195 Shell ROAD, OCEAN GROVE, VIC, 3226",OCEAN GROVE,VIC,3226,201,Barwon-South Western,Residential,120,0,0,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,Inner Regional Australia,2,21050,Ocean Grove - Barwon Heads,20303,Surf Coast - Bellarine Peninsula,Greater Geelong (C),22750,PHN206,Western Victoria,-38.25957,144.554391,1585820.48,4.0,4.0,4.0,5.0,3.0
Ferndale Gardens Aged Care Services,"229-239 Bayswater ROAD, BAYSWATER NORTH, VIC, 3153",BAYSWATER NORTH,VIC,3153,202,Eastern Metro,Residential,121,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21263,Bayswater North,21103,Maroondah,Maroondah (C),24410,PHN202,Eastern Melbourne,-37.82326351,145.26918451,9702829.42,3.0,3.0,5.0,1.0,3.0
Anzac Lodge Private Nursing Home,"2-12 Anzac AVENUE, COBURG NORTH, VIC, 3058",COBURG NORTH,VIC,3058,207,Northern Metro,Residential,121,0,0,Java Dale Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21236,Coburg North,21003,Moreland - North,Moreland (C),25250,PHN201,North Western Melbourne,-37.72251655,144.96424265,10409461.15,3.0,3.0,5.0,2.0,3.0
BlueCross Monterey,"858 Pascoe Vale ROAD, GLENROY, VIC, 3046",GLENROY,VIC,3046,207,Northern Metro,Residential,121,0,0,Third Age Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21438,Glenroy,21003,Moreland - North,Moreland (C),25250,PHN201,North Western Melbourne,-37.7018096,144.91534925,10801020.97,,,,,
Bolton Clarke Lynbrook Park,"42 Olive ROAD, LYNBROOK, VIC, 3975",LYNBROOK,VIC,3975,208,Southern Metro,Residential,121,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,21306,Lynbrook - Lyndhurst,21203,Casey - South,Casey (C),21610,PHN203,South Eastern Melbourne,-38.04546333,145.26043462,12151902.21,,,4.0,2.0,4.0
Bethel Aged Care,"600 Plenty ROAD, MILL PARK, VIC, 3082",MILL PARK,VIC,3082,207,Northern Metro,Residential,121,0,0,Java Dale Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21220,Mill Park - North,20904,Whittlesea - Wallan,Whittlesea (C),27070,PHN202,Eastern Melbourne,-37.65528654,145.08215083,11444270.61,4.0,4.0,5.0,2.0,3.0
Arcare Essendon,"33-35 Raleigh STREET, ESSENDON, VIC, 3040",ESSENDON,VIC,3040,209,Western Metro,Residential,121,0,0,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21114,Essendon - Aberfeldie,20603,Essendon,Moonee Valley (C),25060,PHN201,North Western Melbourne,-37.753599,144.92213,10541863.59,4.0,4.0,5.0,3.0,3.0
Rowville Manor,"18 Le John STREET, ROWVILLE, VIC, 3178",ROWVILLE,VIC,3178,202,Eastern Metro,Residential,121,0,0,Wickro Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21256,Rowville - Central,21101,Knox,Knox (C),23670,PHN202,Eastern Melbourne,-37.925515,145.250572,11371166.49,4.0,4.0,4.0,2.0,4.0
Wantirna Views Care Community,"100 Harold STREET, WANTIRNA, VIC, 3152",WANTIRNA,VIC,3152,202,Eastern Metro,Residential,122,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21259,Wantirna,21101,Knox,Knox (C),23670,PHN202,Eastern Melbourne,-37.85522419,145.22597064,10968014.59,3.0,3.0,4.0,3.0,4.0
Epping Meadows Care Community,"202 Mcdonalds ROAD, EPPING, VIC, 3076",EPPING,VIC,3076,207,Northern Metro,Residential,123,0,0,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21431,Epping - East,20904,Whittlesea - Wallan,Whittlesea (C),27070,PHN202,Eastern Melbourne,-37.64790361,145.06076158,10853731.5,4.0,4.0,5.0,4.0,3.0
Baptcare Abbey Gardens Community,"15 Tarwin STREET, WARRAGUL, VIC, 3820",WARRAGUL,VIC,3820,203,Gippsland,Residential,123,0,0,Baptcare Ltd,Religious,Inner Regional Australia,4,21079,Warragul,20501,Baw Baw,Baw Baw (S),20830,PHN204,Gippsland,-38.15166,145.919329,11568306.26,4.0,4.0,5.0,3.0,4.0
Clifton Views,"217-241 Queens PARADE, FITZROY NORTH, VIC, 3068",FITZROY NORTH,VIC,3068,207,Northern Metro,Residential,123,0,0,TLC Melbourne Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21143,Fitzroy North,20607,Yarra,Yarra (C),27350,PHN201,North Western Melbourne,-37.786501,144.994315,12649920.59,4.0,3.0,5.0,2.0,5.0
Calvary George Vowell,"1 Cobb ROAD, MOUNT ELIZA, VIC, 3930",MOUNT ELIZA,VIC,3930,208,Southern Metro,Residential,124,0,0,Calvary Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21381,Mount Eliza,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.20867,145.076112,9097095.82,4.0,4.0,5.0,3.0,3.0
Benetas St George's,"13-19 Howard STREET, ALTONA MEADOWS, VIC, 3028",ALTONA MEADOWS,VIC,3028,209,Western Metro,Residential,124,0,0,Anglican Aged Care Services Group,Religious,Major Cities of Australia,1,21342,Altona Meadows,21302,Hobsons Bay,Hobsons Bay (C),23110,PHN201,North Western Melbourne,-37.87881045,144.78132318,12619832.71,4.0,4.0,4.0,3.0,3.0
Mercy Place Montrose,"991 Mount Dandenong Tourist ROAD, MONTROSE, VIC, 3765",MONTROSE,VIC,3765,202,Eastern Metro,Residential,124,0,0,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,1,21280,Montrose,21105,Yarra Ranges,Yarra Ranges (S),27450,PHN202,Eastern Melbourne,-37.81400589,145.35154144,12313319.72,3.0,3.0,4.0,2.0,3.0
Baptcare - Strathalan Community,"50 Braidhill ROAD, MACLEOD, VIC, 3085",MACLEOD,VIC,3085,207,Northern Metro,Residential,124,0,0,Baptcare Ltd,Religious,Major Cities of Australia,1,21203,Viewbank - Yallambie,20901,Banyule,Banyule (C),20660,PHN202,Eastern Melbourne,-37.728109,145.076809,10963635.46,4.0,3.0,5.0,3.0,4.0
Heritage Gardens,"325-329 Canterbury ROAD, BAYSWATER, VIC, 3153",BAYSWATER,VIC,3153,202,Eastern Metro,Residential,124,0,0,Heritage Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21263,Bayswater North,21103,Maroondah,Maroondah (C),24410,PHN202,Eastern Melbourne,-37.83262,145.266089,11384070.52,,,,,
Mount Martha Valley,"130 Country Club DRIVE, SAFETY BEACH, VIC, 3936",SAFETY BEACH,VIC,3936,208,Southern Metro,Residential,125,0,0,Royal Freemasons Ltd,Charitable,Major Cities of Australia,1,21377,Dromana,21402,Mornington Peninsula,Mornington Peninsula (S),25340,PHN203,South Eastern Melbourne,-38.328255,144.985426,7939133.98,4.0,4.0,4.0,3.0,3.0
Craigcare Plumpton Villa,"7 Lewis STREET, GLENROY, VIC, 3046",GLENROY,VIC,3046,207,Northern Metro,Residential,126,0,0,Glenn-Craig Villages Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,21438,Glenroy,21003,Moreland - North,Moreland (C),25250,PHN201,North Western Melbourne,-37.70894582,144.92110463,8722592.07,3.0,2.0,5.0,3.0,3.0
TriCare Williams Landing Aged Care Residence,"16 Charsworth WAY, WILLIAMS LANDING, VIC, 3027",WILLIAMS LANDING,VIC,3027,209,Western Metro,Residential,126,0,0,TRICARE MELBOURNE AGED CARE PTY LTD,Private Incorporated Body,Major Cities of Australia,1,21363,Laverton,21305,Wyndham,Wyndham (C),27260,PHN201,North Western Melbourne,-37.863654,144.745374,6361690.29,4.0,4.0,4.0,2.0,5.0
